image_name,target
ISIC_0274698,0.00021491821
ISIC_0274789,0.4552873
ISIC_0276718,0.0020330946
ISIC_0280382,2.8428144e-06
ISIC_0280752,5.278989e-06
ISIC_0280782,0.0068068043
ISIC_0280827,0.0061861197
ISIC_0281227,5.934849e-05
ISIC_0282269,8.2808976e-05
ISIC_0282486,0.003064209
ISIC_0282737,6.7253236e-06
ISIC_0284147,1.1383282e-05
ISIC_0284441,0.040248837
ISIC_0284485,0.00031829983
ISIC_0285491,3.5513913e-06
ISIC_0285697,0.00063349906
ISIC_0286688,3.829101e-05
ISIC_0287132,1.8030556e-05
ISIC_0287325,0.32849306
ISIC_0288225,5.3740154e-05
ISIC_0290187,5.5503828e-05
ISIC_0291705,3.0833778e-06
ISIC_0292996,0.011078568
ISIC_0294150,0.12875718
ISIC_0296540,0.001984874
ISIC_0297539,0.00018316486
ISIC_0297702,1.1814603e-05
ISIC_0298417,0.12499162
ISIC_0299870,0.38585463
ISIC_0300002,1.04726705e-05
ISIC_0301547,0.000941741
ISIC_0301769,2.2088427e-05
ISIC_0304467,8.50185e-07
ISIC_0304666,1.6675638e-07
ISIC_0304667,0.01401893
ISIC_0306094,1.5749973e-05
ISIC_0307004,0.19540104
ISIC_0307411,2.0390855e-05
ISIC_0309192,0.0021065318
ISIC_0309503,0.0041270237
ISIC_0310320,0.03644212
ISIC_0311235,0.015910069
ISIC_0311814,1.0678481e-07
ISIC_0312717,1.9951965e-06
ISIC_0313675,8.3736755e-05
ISIC_0317285,0.014687972
ISIC_0318934,0.000118318356
ISIC_0319131,1.1581203e-05
ISIC_0319990,0.00046203998
ISIC_0320662,7.767033e-07
ISIC_0321218,0.00077020633
ISIC_0321906,4.5934557e-05
ISIC_0321948,0.0013820669
ISIC_0322514,0.00055903627
ISIC_0327756,5.5090186e-05
ISIC_0328346,5.022482e-06
ISIC_0328687,0.00073203724
ISIC_0328823,0.00013078684
ISIC_0329169,5.351072e-05
ISIC_0329910,1.9093264e-05
ISIC_0330060,0.024074467
ISIC_0330886,0.0005148504
ISIC_0332421,2.6062267e-05
ISIC_0332456,0.070628725
ISIC_0334179,8.442377e-05
ISIC_0335244,0.003648389
ISIC_0335886,9.7870936e-05
ISIC_0336093,0.029972896
ISIC_0338118,0.0010952429
ISIC_0338587,2.3252898e-05
ISIC_0339455,0.00035016696
ISIC_0340198,0.00053208077
ISIC_0340572,0.005141338
ISIC_0341315,0.00018171371
ISIC_0343131,7.725988e-05
ISIC_0343283,0.0016639248
ISIC_0346766,7.181262e-05
ISIC_0347157,0.0011392852
ISIC_0348342,2.0176612e-06
ISIC_0350347,3.0834206e-05
ISIC_0350470,2.025901e-06
ISIC_0351156,0.045072414
ISIC_0351912,2.3036504e-05
ISIC_0352620,0.0001433853
ISIC_0353021,1.2530564e-05
ISIC_0355377,0.00020863954
ISIC_0358260,0.0001410644
ISIC_0358623,3.1814343e-05
ISIC_0359676,0.00078902266
ISIC_0359720,0.00012904142
ISIC_0361122,2.5757672e-06
ISIC_0366488,3.537522e-07
ISIC_0367795,0.0010464567
ISIC_0367988,0.007536724
ISIC_0368092,9.134517e-06
ISIC_0368696,3.0816907e-05
ISIC_0369888,0.008404234
ISIC_0370322,0.004582135
ISIC_0371470,1.2959409e-05
ISIC_0371907,0.00025486515
ISIC_0372927,1.3170064e-05
ISIC_0372955,3.4778932e-05
ISIC_0372971,3.4989505e-05
ISIC_0373723,6.6766997e-06
ISIC_0375431,0.00054090854
ISIC_0377642,0.0004355069
ISIC_0378391,2.5405736e-05
ISIC_0378668,2.7159462e-07
ISIC_0379549,0.000112536094
ISIC_0380224,2.2247534e-05
ISIC_0381595,0.03168136
ISIC_0382931,0.009248829
ISIC_0383641,0.0010807391
ISIC_0383780,9.288267e-06
ISIC_0385415,0.24736862
ISIC_0385463,4.590105e-05
ISIC_0385865,0.4008723
ISIC_0388802,0.00025838328
ISIC_0389010,0.01839915
ISIC_0389392,0.0014295239
ISIC_0389675,2.1693793e-05
ISIC_0390209,0.00054180686
ISIC_0391046,0.5808188
ISIC_0391777,0.00020842098
ISIC_0392680,1.630361e-06
ISIC_0392931,3.318032e-06
ISIC_0393891,0.00016393686
ISIC_0394533,0.0019135114
ISIC_0394763,1.5764532e-05
ISIC_0394802,0.0010814101
ISIC_0395681,0.0005729632
ISIC_0395885,1.3863816e-05
ISIC_0398134,0.00040270993
ISIC_0400652,0.0013973304
ISIC_0401679,7.036211e-05
ISIC_0403198,0.00032645985
ISIC_0406137,1.1591811e-05
ISIC_0407054,0.00023988805
ISIC_0407220,3.5899488e-06
ISIC_0408372,2.4167522e-07
ISIC_0408969,0.0012121208
ISIC_0409388,0.00019377007
ISIC_0410649,0.00019281311
ISIC_0411243,5.444275e-06
ISIC_0414776,0.001987462
ISIC_0416431,3.923367e-05
ISIC_0416708,0.00016115872
ISIC_0418978,3.4945748e-05
ISIC_0419005,0.0009912542
ISIC_0421107,0.0017306291
ISIC_0424070,6.751431e-05
ISIC_0426960,0.00026437963
ISIC_0427371,3.8653907e-06
ISIC_0429551,2.247972e-06
ISIC_0431350,5.181419e-05
ISIC_0431499,0.0024574741
ISIC_0431738,0.000120191464
ISIC_0432133,0.00066384237
ISIC_0432265,0.000569904
ISIC_0432894,0.0016301948
ISIC_0433895,0.010877277
ISIC_0434253,0.00056761
ISIC_0434274,7.654679e-05
ISIC_0434285,1.5104958e-05
ISIC_0434890,0.0008878953
ISIC_0434920,0.00097966
ISIC_0435283,0.0019449883
ISIC_0435396,5.322772e-06
ISIC_0436298,0.00033801715
ISIC_0436727,0.00021733111
ISIC_0436779,0.0017168856
ISIC_0436884,0.00073538034
ISIC_0437081,8.7750894e-05
ISIC_0437384,3.6799425e-05
ISIC_0437987,0.0039875377
ISIC_0438584,0.00050576724
ISIC_0439475,6.0067828e-06
ISIC_0441244,1.4653591e-06
ISIC_0442293,0.61452293
ISIC_0442567,0.046958786
ISIC_0445097,0.0001022144
ISIC_0446097,0.07509508
ISIC_0446287,0.00013756448
ISIC_0446447,0.0023719533
ISIC_0448691,0.00027998714
ISIC_0450552,4.8142043e-05
ISIC_0451155,0.00496566
ISIC_0451665,0.13043131
ISIC_0452297,0.0001863641
ISIC_0453555,5.134001e-05
ISIC_0454124,0.00069754303
ISIC_0454916,9.234182e-05
ISIC_0456176,0.14018999
ISIC_0456797,1.4212688e-05
ISIC_0457344,0.0004146951
ISIC_0457384,1.3281729e-05
ISIC_0457494,4.382511e-05
ISIC_0457530,0.00022257153
ISIC_0457688,1.8726498e-06
ISIC_0459718,9.722208e-05
ISIC_0460023,7.936019e-05
ISIC_0460170,0.08450987
ISIC_0460323,0.00021046668
ISIC_0461615,0.087608226
ISIC_0462037,0.0019751973
ISIC_0462120,6.335522e-05
ISIC_0462327,5.76548e-05
ISIC_0462336,5.97929e-05
ISIC_0462792,0.00017784144
ISIC_0463800,0.0026199883
ISIC_0464417,0.0047236467
ISIC_0465975,0.00018263282
ISIC_0467617,0.00039639976
ISIC_0468644,0.0016932859
ISIC_0469457,0.0013131935
ISIC_0470465,0.12419529
ISIC_0470699,0.21695356
ISIC_0473489,1.4377408e-05
ISIC_0474220,8.803644e-05
ISIC_0476927,4.7646547e-05
ISIC_0477213,0.0006425843
ISIC_0477217,0.00022087879
ISIC_0477424,6.7681976e-06
ISIC_0477793,0.0020138905
ISIC_0477875,3.125482e-05
ISIC_0477986,7.485799e-05
ISIC_0479726,0.0011929154
ISIC_0479755,0.00021182517
ISIC_0480158,1.042483e-05
ISIC_0481105,0.9987733
ISIC_0482298,0.00039374563
ISIC_0482617,3.139058e-05
ISIC_0485889,0.0002603658
ISIC_0486436,6.6236163e-07
ISIC_0487789,0.00073783024
ISIC_0488846,9.974292e-05
ISIC_0490555,0.0001597826
ISIC_0492058,1.5118506e-05
ISIC_0493101,0.0025437956
ISIC_0493429,0.043543734
ISIC_0493786,0.12565668
ISIC_0495167,0.002621866
ISIC_0495234,0.00021562912
ISIC_0495887,0.10803379
ISIC_0495948,2.7956266e-05
ISIC_0497721,0.0033525636
ISIC_0498659,0.00025182258
ISIC_0500319,1.53906e-07
ISIC_0500851,8.511444e-05
ISIC_0501199,0.0015818063
ISIC_0501295,2.9806347e-07
ISIC_0502032,6.614108e-05
ISIC_0502364,0.0009109387
ISIC_0504453,0.090640515
ISIC_0504686,0.014803879
ISIC_0504935,0.00015492419
ISIC_0505403,0.00021128092
ISIC_0505447,2.1406175e-05
ISIC_0506082,0.00013850357
ISIC_0506198,0.0035665005
ISIC_0508596,0.0041673807
ISIC_0509538,7.786597e-06
ISIC_0510408,5.0846543e-06
ISIC_0510439,0.000107460924
ISIC_0510794,0.0057262336
ISIC_0511981,0.011191235
ISIC_0513674,6.353162e-05
ISIC_0513808,2.1058671e-05
ISIC_0515041,1.07889015e-07
ISIC_0515737,0.0006960252
ISIC_0517531,4.653481e-05
ISIC_0517673,0.00038948833
ISIC_0519860,0.00010174084
ISIC_0520611,0.037703138
ISIC_0521580,0.0002878669
ISIC_0521689,4.900982e-05
ISIC_0521877,1.42875315e-05
ISIC_0522569,0.0015773354
ISIC_0523596,0.00030164837
ISIC_0524466,0.017029991
ISIC_0524604,5.5354783e-05
ISIC_0525213,1.0578743e-05
ISIC_0525405,0.05677263
ISIC_0527588,0.0002692534
ISIC_0528304,8.237955e-05
ISIC_0528945,3.6439649e-06
ISIC_0530946,0.00032818128
ISIC_0532813,1.8095958e-05
ISIC_0533917,1.919433e-05
ISIC_0535264,0.30581623
ISIC_0535812,0.025448907
ISIC_0536393,0.0002174496
ISIC_0537310,0.0014305784
ISIC_0537430,0.006658885
ISIC_0538335,1.16125675e-05
ISIC_0538391,0.054072496
ISIC_0539046,0.00013867333
ISIC_0539432,0.3364608
ISIC_0539662,0.00011819263
ISIC_0541206,0.00084768934
ISIC_0542744,0.00018264375
ISIC_0542899,4.3956687e-05
ISIC_0543866,0.00043105133
ISIC_0544482,0.004353586
ISIC_0545219,0.00013185745
ISIC_0545222,0.000103094666
ISIC_0546119,2.1640924e-05
ISIC_0546506,0.16605929
ISIC_0546632,2.4928619e-05
ISIC_0546682,0.00038156746
ISIC_0547086,5.2201735e-06
ISIC_0548182,0.0005446448
ISIC_0548968,0.3057414
ISIC_0550777,5.136117e-05
ISIC_0554395,0.00012406215
ISIC_0554507,9.970404e-06
ISIC_0554535,9.0392217e-07
ISIC_0554819,0.00041172645
ISIC_0555540,0.0010894312
ISIC_0556297,6.816647e-05
ISIC_0556505,0.027966758
ISIC_0556568,9.051355e-05
ISIC_0557285,0.0006203914
ISIC_0557595,1.4781745e-06
ISIC_0557850,0.0003145905
ISIC_0558458,9.457141e-05
ISIC_0558563,9.085191e-05
ISIC_0558899,0.01296622
ISIC_0559101,0.20100395
ISIC_0561202,0.00070976483
ISIC_0564203,4.0156733e-06
ISIC_0565070,0.00030316596
ISIC_0567332,2.4357072e-05
ISIC_0570796,0.013496499
ISIC_0571162,0.033380225
ISIC_0571336,5.455345e-06
ISIC_0572486,0.00017172813
ISIC_0574930,0.0004540572
ISIC_0576125,7.213144e-06
ISIC_0578316,0.00032375057
ISIC_0578354,0.19112542
ISIC_0579350,1.1112365e-05
ISIC_0579367,0.0006197781
ISIC_0580265,0.00815304
ISIC_0582447,0.019356605
ISIC_0582531,0.0037426308
ISIC_0583833,3.0824052e-05
ISIC_0584197,0.24234965
ISIC_0585534,0.46457863
ISIC_0586493,0.00062837143
ISIC_0586601,1.2725934e-05
ISIC_0587024,0.0010963072
ISIC_0587027,0.00012737396
ISIC_0587527,0.0011733169
ISIC_0588157,7.9687255e-05
ISIC_0588162,0.0005735809
ISIC_0588352,0.72269964
ISIC_0589061,3.70898e-05
ISIC_0590646,4.1978597e-05
ISIC_0591142,0.39146173
ISIC_0591685,6.1536552e-06
ISIC_0592225,0.01898484
ISIC_0592796,7.621501e-06
ISIC_0594374,0.0011454102
ISIC_0594932,0.00023817821
ISIC_0595682,0.00015150232
ISIC_0596005,0.0056037945
ISIC_0596499,7.4239775e-05
ISIC_0598190,9.177165e-05
ISIC_0598769,0.0024953438
ISIC_0600649,0.011693273
ISIC_0600710,0.00012414856
ISIC_0602170,7.9162355e-06
ISIC_0602633,0.035172325
ISIC_0603307,0.00029706414
ISIC_0604055,0.01590617
ISIC_0604516,2.174663e-05
ISIC_0605259,8.8714754e-05
ISIC_0606244,0.5585532
ISIC_0607037,1.7707254e-05
ISIC_0607397,2.0345416e-05
ISIC_0607473,0.00014256171
ISIC_0607693,5.222818e-05
ISIC_0608042,0.00029398288
ISIC_0608105,0.0008244873
ISIC_0608330,0.00024870125
ISIC_0609220,5.833495e-05
ISIC_0609770,0.00029218735
ISIC_0610325,0.040762596
ISIC_0611293,1.4233447e-05
ISIC_0611390,0.0013231296
ISIC_0611822,8.9564586e-05
ISIC_0612337,7.4638847e-06
ISIC_0613199,0.00021794006
ISIC_0613239,0.0003210631
ISIC_0613293,0.00014358989
ISIC_0613555,0.008783606
ISIC_0613748,0.034880098
ISIC_0615241,1.7817607e-06
ISIC_0616900,1.2191757e-06
ISIC_0619695,4.5836828e-07
ISIC_0620316,4.4170006e-06
ISIC_0620379,0.015760506
ISIC_0620581,0.00041278746
ISIC_0621355,0.004465969
ISIC_0621919,1.378281e-05
ISIC_0622203,5.5598764e-05
ISIC_0622461,2.6888698e-05
ISIC_0623254,0.00042262833
ISIC_0623493,0.007462367
ISIC_0623650,5.7377492e-05
ISIC_0624194,0.00036592208
ISIC_0627128,0.016042272
ISIC_0627467,8.312734e-05
ISIC_0631039,9.812024e-05
ISIC_0633018,0.034341324
ISIC_0633831,0.00021787747
ISIC_0634161,0.003973243
ISIC_0634896,0.0014482907
ISIC_0635396,1.531185e-05
ISIC_0635721,0.0030333793
ISIC_0636920,9.498893e-07
ISIC_0637104,0.47288924
ISIC_0637231,1.7763432e-05
ISIC_0639631,0.0020597244
ISIC_0640439,0.0017668017
ISIC_0641371,2.1754907e-07
ISIC_0644758,8.692544e-07
ISIC_0644873,4.1086565e-05
ISIC_0645560,0.00010786981
ISIC_0646211,0.00057291635
ISIC_0646723,2.052106e-05
ISIC_0647385,6.359524e-05
ISIC_0649394,0.0013711582
ISIC_0650063,0.342367
ISIC_0650090,0.00021191289
ISIC_0653629,0.0011257302
ISIC_0653693,1.6687929e-05
ISIC_0653761,0.013278556
ISIC_0654120,0.0003627588
ISIC_0655378,5.7029106e-06
ISIC_0655512,1.9285533e-05
ISIC_0656308,0.00014037114
ISIC_0660782,0.32985163
ISIC_0660925,0.0121157365
ISIC_0662288,8.929984e-06
ISIC_0663197,0.011699148
ISIC_0663707,0.00020339715
ISIC_0664454,0.00013559277
ISIC_0664524,8.630943e-07
ISIC_0665430,0.00028470092
ISIC_0665521,7.925228e-05
ISIC_0667449,0.00033511614
ISIC_0668855,0.015875505
ISIC_0669360,0.031409714
ISIC_0671119,0.008176605
ISIC_0673217,0.0012398412
ISIC_0673441,0.2650183
ISIC_0673705,0.0001348082
ISIC_0673777,1.993556e-06
ISIC_0673970,0.4984233
ISIC_0674308,9.323727e-05
ISIC_0674636,0.013820256
ISIC_0674769,0.00043014306
ISIC_0675554,3.7678928e-06
ISIC_0675743,1.7911258e-06
ISIC_0676272,5.83069e-06
ISIC_0676443,0.0005253966
ISIC_0676863,1.2726775e-05
ISIC_0677660,0.0015609714
ISIC_0678034,0.00093498966
ISIC_0680997,8.3142484e-05
ISIC_0681019,0.00058734365
ISIC_0681410,0.00021277017
ISIC_0681751,0.063667804
ISIC_0682057,0.0006412196
ISIC_0682495,9.72403e-07
ISIC_0682907,0.0011940639
ISIC_0682960,0.00047890097
ISIC_0684256,0.00072628004
ISIC_0684654,3.306381e-05
ISIC_0684862,0.0022120464
ISIC_0685033,5.3684398e-05
ISIC_0685067,0.0011083751
ISIC_0686961,0.12392731
ISIC_0689307,6.292859e-05
ISIC_0692073,0.00054112915
ISIC_0695000,0.0017723885
ISIC_0695255,0.007533391
ISIC_0695851,1.7336297e-06
ISIC_0697455,0.00021446799
ISIC_0698209,0.05390794
ISIC_0700078,0.00038577893
ISIC_0700201,8.403934e-05
ISIC_0701187,0.0067789354
ISIC_0701649,8.491517e-06
ISIC_0701776,1.7492579e-07
ISIC_0703440,5.0324346e-05
ISIC_0703903,2.2774968e-05
ISIC_0703979,0.0001413868
ISIC_0704243,1.5280646e-05
ISIC_0704245,9.727565e-05
ISIC_0704435,1.4962601e-05
ISIC_0705764,1.258119e-05
ISIC_0705909,0.000797587
ISIC_0707036,0.0008490489
ISIC_0707359,0.0009208779
ISIC_0707819,4.9516694e-07
ISIC_0708442,0.0012566363
ISIC_0708867,5.5187906e-05
ISIC_0708878,0.006118463
ISIC_0710840,1.215926e-05
ISIC_0712978,2.8601586e-05
ISIC_0713157,6.717381e-05
ISIC_0714126,0.00025976065
ISIC_0714540,0.00010656274
ISIC_0715784,7.436394e-06
ISIC_0715864,0.000113243215
ISIC_0716650,5.4493572e-05
ISIC_0717635,3.3276916e-05
ISIC_0718698,1.7469347e-05
ISIC_0719763,6.23837e-07
ISIC_0720050,0.01515546
ISIC_0720319,9.025918e-06
ISIC_0721575,2.71827e-05
ISIC_0721927,5.853416e-05
ISIC_0722065,0.0055012926
ISIC_0722323,5.696992e-06
ISIC_0723369,8.052115e-05
ISIC_0723819,5.4656295e-05
ISIC_0724106,0.0007554527
ISIC_0724784,0.00069153204
ISIC_0727953,6.525667e-06
ISIC_0728055,0.041962244
ISIC_0728474,0.0006052082
ISIC_0728977,0.00042272062
ISIC_0729188,0.08280293
ISIC_0729365,0.0023164
ISIC_0732158,7.471917e-06
ISIC_0732261,1.2457181e-06
ISIC_0733408,0.009793275
ISIC_0734038,0.0005284037
ISIC_0734761,0.0021065837
ISIC_0735344,4.9354963e-05
ISIC_0735361,2.3346822e-05
ISIC_0735507,5.7185767e-05
ISIC_0737285,0.00015546638
ISIC_0737596,0.009707267
ISIC_0737951,0.04823298
ISIC_0738067,0.00012221142
ISIC_0738616,3.859657e-05
ISIC_0739064,3.9646702e-07
ISIC_0739401,0.0011731547
ISIC_0740997,0.12568109
ISIC_0743576,1.0545383e-05
ISIC_0743739,0.00050522725
ISIC_0743789,2.0252563e-05
ISIC_0746818,0.07044934
ISIC_0747114,3.681096e-05
ISIC_0748291,6.309751e-05
ISIC_0749073,0.009255656
ISIC_0749202,3.268896e-05
ISIC_0752872,1.5489617e-05
ISIC_0753499,1.2429952e-06
ISIC_0755453,0.00019832529
ISIC_0756977,0.0006614235
ISIC_0757171,0.0004655233
ISIC_0758024,0.0010853194
ISIC_0758246,0.00013549732
ISIC_0758568,0.0011806638
ISIC_0759383,0.0001258982
ISIC_0760154,0.0037236065
ISIC_0760260,5.5085625e-06
ISIC_0762091,1.917358e-05
ISIC_0763495,0.00017275882
ISIC_0764739,0.04222877
ISIC_0765355,0.3564616
ISIC_0767812,5.9025835e-05
ISIC_0769066,0.00010388184
ISIC_0770095,8.107112e-05
ISIC_0770234,1.9304272e-05
ISIC_0770508,0.008749302
ISIC_0770817,7.318892e-05
ISIC_0771788,0.014730061
ISIC_0772522,1.6144515e-05
ISIC_0772578,0.24964221
ISIC_0772706,3.7706855e-06
ISIC_0773190,9.7494216e-05
ISIC_0774444,4.581382e-06
ISIC_0775579,0.06262841
ISIC_0775584,0.40691206
ISIC_0776524,0.00068488496
ISIC_0776616,3.034046e-06
ISIC_0776803,0.00024239258
ISIC_0776824,0.0009252214
ISIC_0777077,0.0017753978
ISIC_0778512,0.0003969118
ISIC_0779258,0.0004038232
ISIC_0780165,0.00036303955
ISIC_0781571,0.0019565115
ISIC_0784160,0.0057098805
ISIC_0785830,7.221418e-07
ISIC_0786267,0.001933181
ISIC_0786322,0.022386743
ISIC_0788550,0.011836205
ISIC_0792325,5.485948e-05
ISIC_0792492,0.027992666
ISIC_0792564,5.430787e-05
ISIC_0792986,0.00014318548
ISIC_0794617,0.40413418
ISIC_0795653,0.005515086
ISIC_0796707,0.016273517
ISIC_0797113,4.4598884e-05
ISIC_0799427,0.003837466
ISIC_0799785,4.9541933e-07
ISIC_0799979,0.016319497
ISIC_0800693,9.4579824e-05
ISIC_0801740,0.00041879955
ISIC_0802693,0.00012067032
ISIC_0803310,0.0006524661
ISIC_0803341,0.00035471833
ISIC_0803636,8.631106e-05
ISIC_0804023,0.00020958418
ISIC_0805392,2.890446e-05
ISIC_0807283,4.513125e-07
ISIC_0807404,0.068914555
ISIC_0808861,2.5271045e-06
ISIC_0809377,0.0021265023
ISIC_0809747,4.029729e-05
ISIC_0810336,0.09739475
ISIC_0810894,0.05889664
ISIC_0811323,4.5883906e-05
ISIC_0813138,0.006917377
ISIC_0813352,0.002082534
ISIC_0814613,0.00043330961
ISIC_0816087,0.00010234682
ISIC_0816173,0.0004351035
ISIC_0817883,4.3972985e-05
ISIC_0818301,5.5382727e-05
ISIC_0821277,8.159469e-05
ISIC_0821445,0.00011289969
ISIC_0821598,0.00013995584
ISIC_0822581,6.281012e-05
ISIC_0823047,4.1238476e-05
ISIC_0823591,7.702768e-06
ISIC_0824050,1.0398262e-05
ISIC_0825029,0.00018220326
ISIC_0825725,0.096620254
ISIC_0829859,4.3514763e-05
ISIC_0830589,6.729623e-05
ISIC_0834674,0.052475363
ISIC_0835778,3.5624584e-05
ISIC_0836745,0.0005125147
ISIC_0839044,0.0023943996
ISIC_0839368,0.0159534
ISIC_0840535,0.00048129694
ISIC_0840661,0.00016969502
ISIC_0841028,0.0047658063
ISIC_0842398,0.0001578383
ISIC_0842798,0.0006245089
ISIC_0843175,5.7712546e-06
ISIC_0843626,2.864042e-05
ISIC_0844546,1.5486876e-05
ISIC_0844930,2.5258909e-05
ISIC_0844952,0.0050755674
ISIC_0845696,0.0018832168
ISIC_0848406,0.0002971388
ISIC_0848986,2.188632e-05
ISIC_0851144,9.132854e-05
ISIC_0852759,0.048986997
ISIC_0853184,0.00055253075
ISIC_0853566,0.00056183455
ISIC_0853893,0.0033003811
ISIC_0854582,0.0015658891
ISIC_0855262,1.7335782e-05
ISIC_0856987,1.7171498e-05
